,Sex,Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Rings
3748,I,0.4,0.315,0.1,0.3225,0.14300000000000002,0.0735,0.091,6
3749,I,0.43,0.33,0.095,0.32,0.11800000000000001,0.065,0.12300000000000001,7
3750,I,0.435,0.375,0.11,0.4155,0.17,0.076,0.145,8
3751,I,0.45,0.335,0.115,0.3935,0.195,0.071,0.11,7
3752,I,0.475,0.355,0.135,0.4775,0.2145,0.09,0.1435,8
3753,I,0.475,0.36,0.11,0.452,0.191,0.099,0.13,8
3754,I,0.485,0.37,0.14,0.5065,0.2425,0.08800000000000001,0.1465,8
3755,I,0.51,0.395,0.105,0.5525,0.23399999999999999,0.127,0.165,8
3756,I,0.515,0.39,0.12,0.565,0.235,0.135,0.179,9
3757,I,0.52,0.41,0.14,0.6990000000000001,0.3395,0.129,0.1945,10
3758,I,0.525,0.4,0.14,0.6055,0.2605,0.10800000000000001,0.21,9
3759,M,0.53,0.425,0.155,0.7905,0.307,0.171,0.2595,9
3760,M,0.53,0.425,0.13,0.7020000000000001,0.2975,0.1395,0.22,9
3761,M,0.53,0.42,0.135,0.675,0.294,0.156,0.1825,10
3762,I,0.53,0.395,0.115,0.475,0.2025,0.10099999999999999,0.14800000000000002,8
3763,I,0.53,0.41,0.15,0.612,0.2435,0.1525,0.1895,11
3764,I,0.535,0.4,0.145,0.705,0.3065,0.1365,0.22,10
3765,I,0.535,0.45,0.135,0.728,0.2845,0.1845,0.265,9
3766,F,0.555,0.44,0.14,0.846,0.34600000000000003,0.1715,0.2735,10
3767,M,0.555,0.46,0.16,0.86,0.3345,0.1935,0.275,10
3768,M,0.56,0.465,0.145,0.8875,0.3345,0.22,0.2695,9
3769,F,0.56,0.43,0.145,0.898,0.3895,0.2325,0.245,9
3770,I,0.565,0.43,0.125,0.6545,0.2815,0.139,0.21,9
3771,I,0.575,0.45,0.145,0.795,0.364,0.1505,0.26,10
3772,M,0.575,0.465,0.12,1.0535,0.516,0.2185,0.235,9
3773,F,0.575,0.46,0.15,0.927,0.33299999999999996,0.207,0.2985,9
3774,I,0.58,0.42,0.14,0.701,0.3285,0.102,0.2255,9
3775,M,0.58,0.45,0.155,0.8275,0.321,0.1975,0.2445,8
3776,F,0.585,0.42,0.155,0.9845,0.442,0.2155,0.2875,13
3777,M,0.585,0.47,0.145,0.9565,0.4025,0.2365,0.265,9
3778,I,0.59,0.45,0.125,0.86,0.43700000000000006,0.1515,0.245,9
3779,M,0.595,0.48,0.185,1.1785,0.526,0.2975,0.314,10
3780,M,0.615,0.48,0.185,1.2205,0.4985,0.315,0.33,10
3781,M,0.615,0.455,0.13,0.9685,0.49,0.182,0.2655,10
3782,F,0.62,0.5,0.175,1.107,0.4895,0.24,0.34299999999999997,11
3783,I,0.62,0.48,0.18,1.1305,0.5285,0.2655,0.306,12
3784,M,0.62,0.48,0.155,1.2555,0.527,0.374,0.3175,11
3785,M,0.625,0.495,0.155,1.177,0.5055,0.278,0.345,9
3786,M,0.625,0.5,0.185,1.2425,0.5995,0.248,0.335,10
3787,M,0.63,0.49,0.16,1.09,0.40700000000000003,0.22399999999999998,0.354,12
3788,F,0.63,0.475,0.15,1.072,0.433,0.2975,0.315,8
3789,F,0.645,0.51,0.155,1.129,0.5015,0.24,0.342,10
3790,F,0.65,0.505,0.175,1.2075,0.5105,0.262,0.39,10
3791,F,0.65,0.495,0.175,1.227,0.528,0.258,0.37,11
3792,F,0.655,0.52,0.175,1.472,0.6275,0.27,0.45,13
3793,F,0.665,0.525,0.18,1.5785,0.6779999999999999,0.22899999999999998,0.456,14
3794,M,0.67,0.52,0.175,1.4755,0.6275,0.379,0.374,10
3795,M,0.675,0.54,0.175,1.5545,0.6645,0.278,0.512,12
3796,F,0.675,0.54,0.21,1.5930000000000002,0.6859999999999999,0.318,0.45,11
3797,M,0.695,0.58,0.2,1.8995,0.675,0.478,0.5295,13
3798,F,0.695,0.535,0.175,1.361,0.5465,0.2815,0.465,10
3799,F,0.705,0.56,0.17,1.4575,0.607,0.318,0.44,11
3800,M,0.74,0.58,0.205,2.381,0.8155,0.4695,0.488,12
3801,I,0.205,0.155,0.045,0.0495,0.0235,0.011000000000000001,0.013999999999999999,3
3802,I,0.305,0.23,0.075,0.1455,0.0595,0.0305,0.05,6
3803,I,0.32,0.23,0.06,0.129,0.0615,0.0275,0.0355,7
3804,I,0.355,0.27,0.1,0.2255,0.11,0.042,0.064,7
3805,M,0.425,0.305,0.11,0.359,0.17300000000000001,0.0875,0.0975,9
3806,I,0.425,0.31,0.095,0.3505,0.1645,0.071,0.1,8
3807,F,0.45,0.365,0.115,0.5885,0.318,0.121,0.1325,8
3808,M,0.515,0.385,0.13,0.623,0.2855,0.1285,0.175,10
3809,F,0.52,0.375,0.135,0.5375,0.221,0.11699999999999999,0.17,8
3810,I,0.525,0.4,0.125,0.5655,0.2435,0.11900000000000001,0.175,8
3811,M,0.555,0.445,0.13,0.8625,0.4225,0.155,0.24,9
3812,F,0.61,0.49,0.17,1.137,0.4605,0.2825,0.344,12
3813,I,0.35,0.26,0.095,0.221,0.0985,0.043,0.07,8
3814,I,0.38,0.275,0.095,0.2425,0.106,0.0485,0.21,6
3815,I,0.46,0.34,0.1,0.386,0.1805,0.0875,0.0965,8
3816,M,0.465,0.355,0.12,0.5315,0.2725,0.09699999999999999,0.1395,8
3817,M,0.475,0.385,0.12,0.562,0.289,0.0905,0.153,8
3818,M,0.565,0.445,0.14,0.836,0.406,0.1605,0.2245,9
3819,M,0.57,0.45,0.14,0.9275,0.47700000000000004,0.1605,0.2515,8
3820,M,0.57,0.44,0.145,0.8815,0.3605,0.1955,0.2735,10
3821,M,0.595,0.46,0.155,1.03,0.4275,0.207,0.3305,10
3822,F,0.605,0.48,0.175,1.1685,0.4815,0.2305,0.35600000000000004,9
3823,F,0.615,0.455,0.135,1.0590000000000002,0.4735,0.263,0.27399999999999997,9
3824,M,0.62,0.46,0.17,1.127,0.535,0.2635,0.29600000000000004,7
3825,M,0.625,0.47,0.17,1.1665,0.4605,0.2565,0.3945,11
3826,F,0.68,0.52,0.185,1.541,0.5985,0.395,0.4575,10
3827,M,0.68,0.54,0.195,1.7825,0.5565,0.3235,0.4285,11
3828,M,0.68,0.52,0.175,1.5430000000000001,0.7525,0.35100000000000003,0.374,11
3829,F,0.71,0.555,0.17,1.47,0.5375,0.38,0.431,12
3830,M,0.5,0.385,0.12,0.6335,0.2305,0.125,0.235,14
3831,F,0.545,0.42,0.175,0.754,0.256,0.1775,0.275,10
3832,F,0.46,0.365,0.115,0.4485,0.165,0.083,0.17,14
3833,M,0.535,0.41,0.15,0.8105,0.345,0.187,0.24,11
3834,M,0.335,0.26,0.075,0.22,0.0855,0.04,0.085,6
3835,F,0.425,0.35,0.1,0.4425,0.175,0.0755,0.175,7
3836,M,0.41,0.325,0.1,0.3555,0.146,0.07200000000000001,0.105,9
3837,I,0.17,0.105,0.035,0.034,0.012,0.0085,0.005,4
3838,I,0.335,0.25,0.095,0.185,0.0795,0.0495,0.055,8
3839,M,0.52,0.425,0.125,0.79,0.37200000000000005,0.205,0.19,8
3840,F,0.53,0.41,0.145,0.8255,0.375,0.204,0.245,9
3841,M,0.5,0.42,0.125,0.62,0.255,0.15,0.205,11
3842,F,0.615,0.475,0.145,0.9525,0.3915,0.195,0.32,9
3843,M,0.575,0.45,0.16,0.955,0.44,0.1685,0.27,16
3844,M,0.57,0.45,0.155,0.91,0.326,0.1895,0.355,14
3845,M,0.455,0.35,0.105,0.41600000000000004,0.1625,0.09699999999999999,0.145,11
3846,I,0.37,0.275,0.085,0.2045,0.096,0.055999999999999994,0.08,6
3847,M,0.445,0.37,0.125,0.515,0.2495,0.087,0.159,9
3848,F,0.675,0.535,0.22,1.604,0.6175,0.4255,0.45299999999999996,14
3849,M,0.385,0.3,0.115,0.3435,0.1645,0.085,0.1025,6
3850,F,0.375,0.295,0.11,0.3005,0.1255,0.0575,0.1035,7
3851,M,0.56,0.44,0.13,0.8255,0.2425,0.20199999999999999,0.285,10
3852,M,0.55,0.41,0.15,0.785,0.282,0.18600000000000003,0.275,12
3853,F,0.57,0.465,0.155,0.9685,0.446,0.261,0.255,9
3854,F,0.485,0.4,0.155,0.731,0.23600000000000002,0.183,0.255,11
3855,M,0.41,0.335,0.115,0.4405,0.19,0.085,0.135,8
3856,I,0.335,0.255,0.085,0.1785,0.071,0.0405,0.055,9
3857,M,0.655,0.515,0.2,1.3730000000000002,0.44299999999999995,0.3375,0.49,16
3858,F,0.565,0.45,0.165,0.9765,0.322,0.244,0.37,12
3859,F,0.57,0.44,0.19,1.018,0.447,0.207,0.265,9
3860,F,0.55,0.465,0.15,1.082,0.3575,0.19399999999999998,0.19,14
3861,F,0.63,0.475,0.175,1.423,0.4155,0.3385,0.49,14
3862,M,0.475,0.37,0.125,0.655,0.266,0.1725,0.185,10
3863,F,0.655,0.5,0.18,1.4155,0.508,0.314,0.445,18
3864,I,0.32,0.235,0.065,0.1385,0.057999999999999996,0.0225,0.05,5
3865,M,0.525,0.395,0.165,0.782,0.285,0.1405,0.285,19
3866,F,0.525,0.43,0.165,0.7170000000000001,0.289,0.1745,0.195,10
3867,F,0.5,0.39,0.13,0.6355,0.2505,0.1635,0.195,15
3868,F,0.44,0.34,0.135,0.3975,0.1505,0.0945,0.135,8
3869,F,0.49,0.385,0.16,0.6559999999999999,0.2455,0.171,0.205,9
3870,M,0.545,0.44,0.165,0.7440000000000001,0.2875,0.204,0.25,15
3871,F,0.45,0.36,0.11,0.447,0.203,0.08199999999999999,0.13,12
3872,F,0.515,0.4,0.115,0.578,0.191,0.1445,0.17,9
3873,I,0.33,0.25,0.075,0.1405,0.055999999999999994,0.035,0.05,5
3874,F,0.525,0.41,0.15,0.708,0.27399999999999997,0.151,0.25,12
3875,M,0.295,0.225,0.09,0.1385,0.048,0.046,0.05,9
3876,M,0.545,0.45,0.16,0.8615,0.2925,0.1545,0.365,16
3877,F,0.645,0.5,0.225,1.626,0.5870000000000001,0.4055,0.41,15
3878,M,0.45,0.355,0.115,0.478,0.18,0.1185,0.155,10
3879,F,0.61,0.49,0.17,1.1775,0.5655,0.2385,0.295,15
3880,I,0.38,0.3,0.1,0.28600000000000003,0.1305,0.055999999999999994,0.09,7
3881,F,0.565,0.455,0.13,1.058,0.439,0.2645,0.3,10
3882,F,0.67,0.545,0.16,1.5415,0.5985,0.2565,0.495,15
3883,M,0.54,0.425,0.12,0.8170000000000001,0.2945,0.153,0.195,10
3884,I,0.29,0.225,0.075,0.152,0.071,0.059000000000000004,0.045,9
3885,I,0.41,0.33,0.105,0.335,0.1525,0.07400000000000001,0.11,7
3886,F,0.46,0.375,0.12,0.4915,0.2205,0.08800000000000001,0.17,7
3887,F,0.56,0.44,0.155,0.9705,0.4315,0.263,0.255,9
3888,F,0.575,0.45,0.1,0.9315,0.431,0.222,0.235,12
3889,M,0.62,0.5,0.2,1.2209999999999999,0.4605,0.263,0.43,12
3890,M,0.515,0.4,0.14,0.7365,0.2955,0.184,0.185,16
3891,F,0.56,0.46,0.18,0.97,0.342,0.196,0.355,12
3892,F,0.5,0.4,0.15,0.8085,0.273,0.11199999999999999,0.295,13
3893,I,0.435,0.355,0.125,0.4075,0.1535,0.07400000000000001,0.165,9
3894,M,0.495,0.38,0.135,0.6295,0.263,0.1425,0.215,12
3895,F,0.595,0.5,0.18,1.053,0.4405,0.192,0.39,13
3896,M,0.76,0.575,0.19,1.829,0.7035,0.386,0.56,14
3897,F,0.615,0.5,0.165,1.1765,0.488,0.244,0.345,17
3898,F,0.565,0.46,0.15,0.8765,0.3455,0.1925,0.275,10
3899,I,0.14,0.105,0.035,0.0145,0.005,0.0035,0.005,4
3900,M,0.445,0.345,0.14,0.47600000000000003,0.2055,0.1015,0.1085,15
3901,F,0.525,0.43,0.125,0.813,0.3315,0.166,0.1775,12
3902,I,0.16,0.12,0.02,0.018000000000000002,0.0075,0.0045,0.005,4
3903,M,0.635,0.48,0.235,1.064,0.413,0.228,0.36,16
3904,M,0.575,0.47,0.165,0.853,0.292,0.179,0.35,16
3905,M,0.38,0.27,0.095,0.21899999999999997,0.0835,0.0515,0.07,6
3906,M,0.245,0.18,0.065,0.0635,0.0245,0.0135,0.02,4
3907,I,0.48,0.39,0.15,0.6275,0.276,0.134,0.185,13
3908,I,0.455,0.365,0.135,0.441,0.1515,0.1165,0.145,9
3909,F,0.455,0.375,0.125,0.45799999999999996,0.1985,0.111,0.12,10
3910,M,0.455,0.355,0.135,0.4745,0.1865,0.0935,0.168,13
3911,I,0.355,0.27,0.1,0.21600000000000003,0.083,0.037000000000000005,0.075,10
3912,I,0.52,0.405,0.14,0.6765,0.2865,0.146,0.205,15
3913,I,0.54,0.4,0.145,0.757,0.315,0.18100000000000002,0.215,11
3914,I,0.52,0.39,0.14,0.7325,0.2415,0.14400000000000002,0.26,19
3915,I,0.56,0.445,0.165,1.0285,0.4535,0.253,0.275,11
3916,F,0.52,0.41,0.16,0.7120000000000001,0.2845,0.153,0.225,10
3917,I,0.615,0.46,0.19,1.0659999999999998,0.4335,0.226,0.33,13
3918,F,0.645,0.49,0.19,1.3065,0.479,0.3565,0.345,18
3919,I,0.565,0.43,0.135,0.8545,0.321,0.1775,0.275,11
3920,M,0.295,0.23,0.085,0.125,0.042,0.0285,0.043,8
3921,M,0.375,0.28,0.095,0.2225,0.0875,0.043,0.08,10
3922,I,0.525,0.4,0.14,0.6955,0.2405,0.16,0.253,10
3923,M,0.395,0.28,0.08,0.266,0.0995,0.066,0.09,12
3924,F,0.5,0.4,0.165,0.7105,0.27,0.1455,0.225,20
3925,F,0.47,0.35,0.115,0.48700000000000004,0.1955,0.127,0.155,8
3926,I,0.58,0.42,0.16,0.728,0.2725,0.19,0.19,14
3927,I,0.5,0.38,0.155,0.6675,0.2745,0.156,0.18,12
3928,I,0.725,0.55,0.22,2.0495,0.7735,0.4405,0.655,10
3929,F,0.65,0.515,0.215,1.4980000000000002,0.564,0.32299999999999995,0.425,16
3930,F,0.67,0.535,0.185,1.597,0.6275,0.35,0.47,21
3931,I,0.55,0.44,0.165,0.8605,0.312,0.16899999999999998,0.3,17
3932,F,0.49,0.37,0.115,0.541,0.171,0.1175,0.185,11
3933,I,0.235,0.18,0.06,0.057999999999999996,0.022000000000000002,0.0145,0.018000000000000002,6
3934,I,0.235,0.175,0.08,0.0645,0.0215,0.0175,0.0215,5
3935,M,0.52,0.41,0.115,0.77,0.263,0.157,0.26,11
3936,F,0.475,0.4,0.115,0.541,0.18600000000000003,0.1025,0.21,13
3937,M,0.53,0.425,0.11,0.7390000000000001,0.237,0.161,0.295,13
3938,F,0.35,0.275,0.065,0.205,0.0745,0.0465,0.07,10
3939,M,0.555,0.42,0.145,0.8695,0.3075,0.2575,0.25,14
3940,M,0.505,0.39,0.105,0.6555,0.2595,0.18,0.19,11
3941,F,0.54,0.44,0.16,1.0905,0.391,0.2295,0.355,15
3942,F,0.525,0.4,0.115,0.6295,0.2555,0.14400000000000002,0.18,11
3943,M,0.55,0.45,0.175,1.0985,0.3765,0.215,0.4,14
3944,M,0.55,0.44,0.16,0.991,0.348,0.168,0.375,20
3945,I,0.235,0.175,0.065,0.0615,0.0205,0.02,0.019,6
3946,M,0.525,0.41,0.165,0.8005,0.2635,0.1985,0.25,13
3947,M,0.475,0.365,0.14,0.6175,0.20199999999999999,0.1445,0.19,16
3948,F,0.53,0.4,0.165,0.772,0.2855,0.1975,0.23,12
3949,F,0.525,0.415,0.15,0.7155,0.2355,0.171,0.27,13
3950,F,0.53,0.425,0.13,0.7170000000000001,0.2115,0.166,0.255,13
3951,F,0.465,0.39,0.11,0.6355,0.1815,0.157,0.225,13
3952,I,0.315,0.235,0.08,0.18,0.08,0.045,0.047,5
3953,I,0.465,0.355,0.12,0.5805,0.255,0.0915,0.184,8
3954,M,0.485,0.385,0.105,0.556,0.29600000000000004,0.10400000000000001,0.133,7
3955,I,0.49,0.385,0.12,0.591,0.271,0.1125,0.1775,9
3956,F,0.515,0.395,0.14,0.6859999999999999,0.281,0.1255,0.22,12
3957,F,0.555,0.44,0.155,1.016,0.4935,0.1855,0.263,10
3958,F,0.61,0.5,0.18,1.4380000000000002,0.5185,0.3735,0.3345,9
3959,F,0.68,0.55,0.19,1.807,0.8225,0.3655,0.515,11
3960,M,0.69,0.55,0.195,1.777,0.769,0.38,0.4305,11
3961,M,0.695,0.55,0.205,2.173,1.133,0.4665,0.496,10
3962,F,0.72,0.575,0.195,2.1505,1.0745,0.382,0.585,10
3963,I,0.27,0.205,0.075,0.11800000000000001,0.059000000000000004,0.031,0.0305,4
3964,I,0.27,0.19,0.06,0.099,0.0445,0.017,0.03,5
3965,I,0.295,0.22,0.07,0.1365,0.0575,0.0295,0.035,6
3966,I,0.295,0.22,0.065,0.1295,0.052000000000000005,0.027999999999999997,0.035,6
3967,I,0.315,0.23,0.07,0.16399999999999998,0.0625,0.04,0.045,6
3968,I,0.375,0.29,0.095,0.2875,0.12300000000000001,0.0605,0.08,6
3969,I,0.38,0.3,0.09,0.27699999999999997,0.1655,0.0625,0.08199999999999999,6
3970,I,0.385,0.285,0.09,0.248,0.0935,0.066,0.07,6
3971,I,0.4,0.295,0.095,0.252,0.1105,0.0575,0.066,6
3972,M,0.415,0.315,0.12,0.4015,0.19899999999999998,0.087,0.09699999999999999,8
3973,I,0.415,0.33,0.1,0.3905,0.1925,0.0755,0.1025,7
3974,I,0.42,0.32,0.115,0.409,0.2055,0.0935,0.105,8
3975,I,0.44,0.33,0.135,0.4095,0.163,0.1005,0.11900000000000001,6
3976,I,0.45,0.35,0.135,0.494,0.2205,0.0945,0.1405,7
3977,I,0.475,0.35,0.12,0.4905,0.2035,0.13,0.135,7
3978,M,0.485,0.39,0.12,0.599,0.251,0.1345,0.16899999999999998,8
3979,M,0.495,0.375,0.115,0.6245,0.282,0.14300000000000002,0.155,6
3980,F,0.525,0.41,0.115,0.7745,0.41600000000000004,0.163,0.18,7
3981,M,0.565,0.455,0.15,0.9795,0.444,0.205,0.275,8
3982,I,0.58,0.435,0.15,0.8915,0.363,0.1925,0.2515,6
3983,F,0.585,0.45,0.125,0.8740000000000001,0.3545,0.2075,0.225,6
3984,M,0.6,0.465,0.155,1.262,0.6245,0.2455,0.33,10
3985,M,0.63,0.48,0.185,1.21,0.53,0.2555,0.322,11
3986,F,0.645,0.525,0.17,1.37,0.6135,0.28300000000000003,0.34,10
3987,F,0.655,0.545,0.185,1.7590000000000001,0.6865,0.313,0.547,11
3988,M,0.665,0.515,0.165,1.3855,0.621,0.302,0.3445,8
3989,F,0.67,0.52,0.195,1.8065,0.758,0.3735,0.5055,11
3990,M,0.67,0.51,0.2,1.5945,0.6705,0.3845,0.4505,10
3991,M,0.685,0.51,0.18,1.4545,0.6315,0.3105,0.3725,9
3992,M,0.7,0.6,0.23,2.003,0.8105,0.4045,0.5755,10
3993,M,0.72,0.6,0.235,2.2385,0.9840000000000001,0.41100000000000003,0.621,12
3994,I,0.185,0.135,0.045,0.032,0.011000000000000001,0.0065,0.01,4
3995,I,0.245,0.175,0.055,0.0785,0.04,0.018000000000000002,0.02,5
3996,I,0.315,0.23,0.0,0.134,0.0575,0.0285,0.3505,6
3997,I,0.36,0.27,0.09,0.2075,0.098,0.039,0.062,6
3998,I,0.375,0.28,0.08,0.2235,0.115,0.043,0.055,6
3999,I,0.415,0.31,0.095,0.34,0.18100000000000002,0.057,0.083,6
4000,I,0.455,0.35,0.135,0.5365,0.2855,0.0855,0.1325,7
4001,I,0.48,0.35,0.105,0.635,0.35200000000000004,0.127,0.135,6
4002,I,0.485,0.375,0.125,0.562,0.2505,0.1345,0.1525,8
4003,I,0.51,0.39,0.125,0.597,0.293,0.1265,0.1555,8
4004,M,0.52,0.395,0.125,0.5815,0.2565,0.1265,0.17,10
4005,F,0.555,0.43,0.14,0.7545,0.3525,0.1835,0.2015,9
4006,M,0.585,0.465,0.15,0.98,0.4315,0.2545,0.247,9
4007,F,0.585,0.46,0.15,1.0035,0.503,0.2105,0.2515,11
4008,M,0.585,0.455,0.155,1.133,0.5515,0.223,0.305,12
4009,M,0.61,0.49,0.16,1.146,0.597,0.24600000000000002,0.265,8
4010,M,0.61,0.475,0.15,1.1420000000000001,0.62,0.237,0.245,9
4011,M,0.615,0.53,0.17,1.12,0.5775,0.2095,0.28600000000000003,9
4012,F,0.62,0.465,0.14,1.011,0.479,0.2385,0.255,8
4013,M,0.625,0.505,0.175,1.131,0.5425,0.2265,0.32299999999999995,8
4014,M,0.625,0.48,0.175,1.065,0.4865,0.259,0.285,10
4015,M,0.635,0.48,0.145,1.181,0.665,0.22899999999999998,0.225,10
4016,F,0.64,0.525,0.175,1.382,0.6459999999999999,0.3115,0.37,9
4017,M,0.66,0.505,0.19,1.4385,0.6775,0.285,0.17800000000000002,11
4018,M,0.66,0.485,0.155,1.2275,0.61,0.27399999999999997,0.3,8
4019,M,0.66,0.515,0.155,1.4415,0.7055,0.3555,0.335,10
4020,F,0.68,0.55,0.175,1.473,0.713,0.282,0.4295,11
4021,F,0.69,0.58,0.195,1.6580000000000001,0.708,0.3615,0.4715,10
4022,M,0.72,0.545,0.195,1.7475,0.8215,0.38299999999999995,0.4705,11
4023,I,0.275,0.2,0.07,0.096,0.037000000000000005,0.0225,0.03,6
4024,I,0.33,0.245,0.065,0.1445,0.057999999999999996,0.032,0.0505,6
4025,I,0.33,0.26,0.085,0.1965,0.0915,0.0425,0.055,7
4026,I,0.365,0.28,0.09,0.196,0.0865,0.036000000000000004,0.0605,7
4027,I,0.365,0.27,0.09,0.2155,0.1005,0.049,0.0655,6
4028,I,0.42,0.31,0.1,0.2805,0.1125,0.0615,0.0925,8
4029,I,0.435,0.335,0.11,0.33399999999999996,0.1355,0.0775,0.0965,7
4030,I,0.435,0.325,0.1,0.366,0.174,0.0725,0.109,7
4031,I,0.44,0.325,0.11,0.4965,0.258,0.1195,0.1075,8
4032,I,0.485,0.365,0.09,0.6509999999999999,0.3165,0.132,0.18,8
4033,I,0.495,0.385,0.125,0.5125,0.2075,0.1155,0.172,10
4034,M,0.51,0.405,0.125,0.6925,0.327,0.155,0.1805,7
4035,I,0.52,0.41,0.14,0.5995,0.242,0.1375,0.182,11
4036,I,0.54,0.42,0.14,0.74,0.3595,0.159,0.1985,8
4037,I,0.54,0.415,0.155,0.7020000000000001,0.322,0.16699999999999998,0.19,10
4038,I,0.55,0.445,0.125,0.672,0.28800000000000003,0.1365,0.21,11
4039,I,0.56,0.44,0.155,0.8109999999999999,0.3685,0.17800000000000002,0.235,11
4040,F,0.575,0.45,0.12,0.9585,0.447,0.16899999999999998,0.275,12
4041,I,0.575,0.45,0.15,0.858,0.449,0.166,0.215,10
4042,F,0.575,0.46,0.165,0.9575,0.4815,0.1945,0.23600000000000002,10
4043,F,0.58,0.46,0.135,0.9259999999999999,0.4025,0.20800000000000002,0.275,8
4044,F,0.58,0.425,0.155,0.873,0.3615,0.249,0.239,10
4045,M,0.59,0.45,0.16,0.998,0.445,0.214,0.301,9
4046,M,0.6,0.46,0.155,0.6655,0.285,0.149,0.26899999999999996,11
4047,M,0.62,0.485,0.145,1.003,0.4655,0.2195,0.28,11
4048,F,0.625,0.495,0.16,1.234,0.6335,0.192,0.35,13
4049,M,0.625,0.495,0.155,1.025,0.46,0.1945,0.34,9
4050,M,0.625,0.495,0.175,1.2935,0.5805,0.317,0.355,9
4051,M,0.625,0.5,0.175,1.0565,0.4615,0.258,0.305,10
4052,M,0.625,0.47,0.145,1.7855,0.675,0.247,0.3245,13
4053,F,0.625,0.485,0.165,1.2255,0.5075,0.29600000000000004,0.36,10
4054,F,0.635,0.5,0.18,1.2565,0.539,0.292,0.35,10
4055,F,0.645,0.5,0.15,1.159,0.4675,0.3355,0.31,9
4056,M,0.645,0.51,0.165,1.403,0.5755,0.2515,0.4545,11
4057,F,0.69,0.535,0.185,1.8259999999999998,0.797,0.409,0.499,11
4058,F,0.695,0.56,0.185,1.7715,0.8195,0.331,0.43700000000000006,10
4059,M,0.515,0.39,0.12,0.6125,0.302,0.1365,0.1415,8
4060,I,0.545,0.405,0.13,0.6579999999999999,0.327,0.1445,0.174,8
4061,M,0.62,0.465,0.145,0.9109999999999999,0.375,0.2145,0.278,10
4062,M,0.63,0.49,0.15,1.1955,0.5845,0.257,0.3,9
4063,F,0.63,0.515,0.16,1.3359999999999999,0.5529999999999999,0.3205,0.35,11
4064,F,0.64,0.49,0.18,1.36,0.653,0.34700000000000003,0.305,9
4065,I,0.37,0.275,0.08,0.2325,0.09300000000000001,0.055999999999999994,0.07200000000000001,6
4066,I,0.395,0.31,0.085,0.317,0.153,0.0505,0.0935,7
4067,I,0.4,0.3,0.115,0.318,0.1335,0.0725,0.0935,6
4068,I,0.41,0.305,0.1,0.2645,0.1,0.0655,0.085,7
4069,I,0.455,0.335,0.105,0.4055,0.175,0.092,0.1185,8
4070,I,0.48,0.335,0.125,0.524,0.24600000000000002,0.1095,0.145,7
4071,I,0.485,0.375,0.11,0.46399999999999997,0.2015,0.09,0.149,8
4072,I,0.5,0.36,0.12,0.439,0.1875,0.1055,0.1305,8
4073,I,0.515,0.395,0.125,0.5805,0.2365,0.1075,0.19,9
4074,I,0.52,0.4,0.14,0.622,0.278,0.1455,0.16899999999999998,8
4075,M,0.545,0.45,0.15,0.7805,0.3795,0.1625,0.21600000000000003,8
4076,I,0.545,0.43,0.14,0.772,0.289,0.19,0.2615,8
4077,I,0.55,0.435,0.125,0.741,0.348,0.1585,0.20600000000000002,9
4078,M,0.55,0.43,0.18,0.8265,0.4405,0.159,0.225,10
4079,M,0.55,0.385,0.13,0.7275,0.34299999999999997,0.1625,0.19,8
4080,I,0.555,0.43,0.125,0.7005,0.3395,0.1355,0.2095,8
4081,M,0.56,0.45,0.145,0.9355,0.425,0.1645,0.2725,11
4082,I,0.565,0.465,0.15,1.1815,0.581,0.2215,0.3095,9
4083,M,0.57,0.445,0.16,1.0145,0.516,0.16399999999999998,0.3,10
4084,F,0.575,0.48,0.17,1.1,0.506,0.2485,0.31,10
4085,M,0.585,0.51,0.16,1.218,0.639,0.24100000000000002,0.3,11
4086,M,0.59,0.45,0.155,0.8740000000000001,0.369,0.2135,0.24,8
4087,I,0.595,0.475,0.155,0.9840000000000001,0.4865,0.184,0.2755,10
4088,M,0.6,0.47,0.13,1.0105,0.423,0.21899999999999997,0.298,9
4089,M,0.61,0.365,0.155,1.0765,0.488,0.249,0.27,9
4090,M,0.615,0.475,0.205,1.337,0.5995,0.2815,0.37,11
4091,M,0.625,0.5,0.18,1.3705,0.645,0.303,0.3705,12
4092,F,0.625,0.49,0.19,1.7015,0.7465,0.4105,0.3855,11
4093,M,0.63,0.485,0.18,1.2435,0.5175,0.308,0.37,11
4094,M,0.63,0.53,0.175,1.4135,0.667,0.2945,0.3555,13
4095,F,0.635,0.485,0.155,1.073,0.467,0.1975,0.35,11
4096,F,0.635,0.5,0.175,1.4769999999999999,0.684,0.3005,0.39,12
4097,M,0.635,0.5,0.18,1.2915,0.594,0.2695,0.37,9
4098,F,0.65,0.495,0.16,1.3105,0.5770000000000001,0.3315,0.355,9
4099,M,0.67,0.525,0.18,1.4915,0.728,0.34299999999999997,0.381,9
4100,F,0.675,0.52,0.175,1.494,0.7365,0.3055,0.37,9
4101,F,0.675,0.51,0.15,1.1965,0.475,0.304,0.386,11
4102,M,0.68,0.545,0.185,1.672,0.7075,0.364,0.48,11
4103,M,0.7,0.545,0.215,1.9125,0.8825,0.4385,0.506,10
4104,F,0.71,0.545,0.175,1.9069999999999998,0.8725,0.4565,0.475,11
4105,F,0.715,0.565,0.18,1.79,0.8440000000000001,0.3535,0.5385,9
