,AT,V,AP,RH,PE
7902,18.4,50.16,1011.51,98.07,453.78
7903,8.23,40.77,1011.92,90.59,479.24
7904,24.71,60.77,1016.67,69.7,443.52
7905,30.07,70.04,1010.84,55.74,426.35
7906,7.45,39.61,1017.88,79.73,478.89
7907,14.07,40.78,1024.67,72.66,456.71
7908,8.69,41.04,1026.87,80.28,477.2
7909,23.94,51.95,1008.61,73.42,448.67
7910,13.15,42.44,1014.51,99.53,469.34
7911,22.44,63.47,1012.02,91.08,444.65
7912,24.67,68.61,1010.71,57.47,450.64
7913,7.07,37.49,1010.35,87.19,481.58
7914,14.8,44.21,1021.59,89.24,466.21
7915,22.83,41.1,1002.0,38.62,449.99
7916,10.29,40.0,1021.46,90.6,479.58
7917,22.42,59.43,1007.12,90.56,440.99
7918,21.85,63.86,1020.16,68.84,445.62
7919,10.64,39.61,1018.33,66.81,471.48
7920,8.99,39.04,1021.99,75.98,483.35
7921,32.27,71.85,1008.06,59.28,429.72
7922,27.27,67.9,1006.36,62.12,436.64
7923,15.69,44.6,1014.06,61.51,462.07
7924,27.47,69.98,1008.53,58.72,431.11
7925,6.69,36.24,1013.35,91.09,483.82
7926,11.7,43.41,1016.08,62.27,467.51
7927,25.06,65.46,1014.37,38.82,443.03
7928,25.61,60.32,1015.77,56.48,443.96
7929,21.17,59.8,1016.06,77.73,455.66
7930,22.35,65.61,1016.27,73.93,448.41
7931,17.0,45.09,1013.52,88.32,458.94
7932,27.51,63.73,1009.97,66.14,440.81
7933,21.39,62.96,1019.49,72.24,452.68
7934,26.86,72.58,1009.22,88.39,428.69
7935,22.69,59.44,1012.97,83.47,446.43
7936,25.82,69.68,1012.69,89.94,439.58
7937,26.36,54.5,1015.35,66.87,451.81
7938,9.14,42.44,1014.48,92.03,481.46
7939,26.65,73.18,1012.27,83.12,437.7
7940,29.8,64.69,1006.6,54.43,437.85
7941,23.48,65.12,1015.82,60.83,445.66
7942,21.81,65.06,1014.6,66.41,447.13
7943,15.94,41.76,1023.32,67.17,462.44
7944,9.99,41.82,1033.14,68.36,475.75
7945,15.34,36.99,1007.87,94.59,464.58
7946,26.45,75.6,1017.42,74.5,436.89
7947,16.46,61.27,1020.02,74.54,456.64
7948,7.93,42.28,1008.43,85.57,484.75
7949,7.94,43.65,1018.75,59.45,479.8
7950,21.19,42.48,1013.43,80.52,469.76
7951,20.84,65.06,1016.88,71.93,445.74
7952,17.25,43.14,1018.34,76.17,462.8
7953,14.48,40.83,1009.42,81.74,469.64
7954,26.96,73.68,1013.81,84.77,429.48
7955,6.85,37.49,1011.01,84.53,483.12
7956,12.64,41.79,1016.38,92.65,461.46
7957,17.3,58.59,1015.52,87.17,454.88
7958,26.16,59.87,1013.24,71.92,446.73
7959,25.04,70.36,1006.56,75.91,436.47
7960,27.92,74.99,1005.47,75.13,431.76
7961,26.67,59.44,1012.01,58.83,441.29
7962,24.81,59.87,1018.56,61.18,444.89
7963,16.71,42.99,1007.72,75.35,465.09
7964,23.07,65.46,1014.07,46.77,446.19
7965,18.04,44.88,1017.96,66.3,461.13
7966,17.07,41.35,1005.88,83.43,464.6
7967,25.42,67.25,1017.92,68.61,439.43
7968,9.48,40.8,1023.82,78.98,485.36
7969,11.9,39.16,1016.53,84.59,477.75
7970,9.96,41.55,1002.59,65.86,475.91
7971,27.06,64.45,1008.72,54.21,443.1
7972,10.26,39.13,1010.94,87.78,474.16
7973,31.46,71.8,1010.75,54.88,434.96
7974,28.07,66.17,1010.58,64.11,443.77
7975,22.12,60.77,1018.01,83.87,443.97
7976,14.7,40.8,1025.78,50.96,472.85
7977,26.66,70.02,1010.88,58.37,439.99
7978,11.48,37.5,1014.38,69.75,472.9
7979,23.84,49.21,1013.1,44.72,445.44
7980,21.08,52.05,1012.28,45.25,453.4
7981,25.41,66.49,1014.06,51.09,449.2
7982,28.04,70.32,1011.28,78.16,435.42
7983,21.03,59.8,1015.86,76.63,453.86
7984,24.88,52.36,1014.45,68.39,452.31
7985,26.92,64.69,1006.66,76.14,437.62
7986,23.07,57.17,1009.84,76.8,444.08
7987,18.09,43.72,1008.64,74.15,453.02
7988,21.1,49.16,1006.76,86.08,442.78
7989,9.1,39.42,1025.28,68.78,471.85
7990,22.1,58.33,1013.71,69.09,441.31
7991,21.6,43.43,1010.28,61.87,446.4
7992,21.11,69.94,1004.37,84.26,439.91
7993,29.45,68.84,1011.64,59.7,438.41
7994,24.69,59.92,1010.12,80.58,436.33
7995,21.3,66.86,1013.04,55.43,450.56
7996,18.99,44.58,1018.29,54.71,468.35
7997,4.7,39.9,1007.45,91.02,487.78
7998,7.41,40.81,1026.15,88.96,488.48
7999,10.04,39.66,1015.84,82.31,480.63
8000,13.09,41.62,1011.82,83.14,457.29
8001,5.75,42.07,1004.24,78.23,485.23
8002,20.65,48.41,1008.38,91.02,447.35
8003,8.84,42.49,1010.28,89.09,481.58
8004,18.18,67.71,1004.5,87.26,449.24
8005,13.71,45.08,1023.35,82.93,468.43
8006,24.47,75.23,1012.43,75.25,441.07
8007,24.34,70.79,1006.82,85.66,433.83
8008,27.98,67.9,1006.3,73.53,436.08
8009,15.27,41.16,1009.0,84.12,467.01
8010,30.26,76.2,1008.44,62.1,435.04
8011,15.84,52.72,1026.45,62.57,464.93
8012,26.07,69.23,1013.32,54.03,436.94
8013,19.43,52.9,1017.16,67.41,458.46
8014,27.1,73.21,1002.97,89.68,430.87
8015,13.87,38.01,1022.61,84.22,473.39
8016,26.96,72.58,1009.23,89.62,429.03
8017,30.12,69.68,1012.89,60.64,436.34
8018,15.73,38.73,1002.48,76.91,466.63
8019,7.95,41.26,1008.48,97.92,480.6
8020,3.85,35.47,1016.78,85.31,489.78
8021,21.98,55.97,1009.12,89.51,442.65
8022,13.04,40.69,1015.96,82.37,473.49
8023,10.61,41.58,1021.08,93.06,465.15
8024,25.3,49.3,1003.67,69.08,436.62
8025,22.54,63.91,1012.15,84.91,446.64
8026,16.71,40.56,1019.48,49.88,467.46
8027,3.63,38.44,1016.16,87.38,487.87
8028,12.19,40.75,1015.13,88.98,475.36
8029,13.84,42.18,1015.74,79.76,468.66
8030,12.62,40.83,1010.06,81.52,470.94
8031,13.94,41.26,1021.67,74.4,467.9
8032,29.46,71.94,1006.96,62.26,428.54
8033,14.01,45.08,1023.28,82.49,464.79
8034,11.83,44.21,1019.37,85.31,463.62
8035,14.41,43.13,1016.32,59.55,467.46
8036,17.5,42.44,1012.55,76.85,466.78
8037,10.72,39.35,1015.35,86.43,480.18
8038,17.04,40.12,1011.81,83.14,458.1
8039,26.66,73.56,1006.9,99.27,433.62
8040,5.24,38.68,1018.03,78.65,486.67
8041,8.53,40.02,1031.27,85.57,476.73
8042,31.44,64.44,1014.04,49.15,437.6
8043,10.34,41.46,1017.75,89.73,478.03
8044,26.38,59.92,1009.99,71.91,444.85
8045,24.96,77.54,1008.25,80.6,433.4
8046,24.78,58.46,1016.82,67.5,442.42
8047,20.27,56.65,1020.75,67.12,454.29
8048,22.35,58.59,1013.99,79.78,444.04
8049,26.84,70.36,1007.41,71.47,442.17
8050,12.11,41.17,1019.46,62.59,475.53
8051,24.96,60.84,1018.13,59.51,442.36
8052,8.75,36.3,1015.61,57.53,480.4
8053,11.77,42.03,1017.63,79.35,472.22
8054,28.8,70.02,1010.76,49.61,435.45
8055,8.73,39.42,1025.63,69.87,474.44
8056,23.76,58.82,1011.75,77.34,444.57
8057,13.8,44.34,1019.43,66.74,468.8
8058,7.71,40.77,1021.93,87.04,482.19
8059,15.36,40.89,1007.59,86.08,464.12
8060,27.81,64.69,1006.59,71.75,437.02
8061,24.02,77.54,1008.33,83.92,438.52
8062,30.09,76.2,1006.64,61.02,434.68
8063,20.76,51.19,1009.0,87.23,445.0
8064,30.1,47.93,1002.64,42.06,435.27
8065,25.73,62.66,1010.15,54.66,444.85
8066,25.21,64.63,1020.56,51.31,448.66
8067,18.93,48.6,1005.72,84.92,449.74
8068,28.84,75.6,1018.41,53.96,442.69
8069,32.43,68.31,1010.09,42.22,439.75
8070,25.77,58.59,1012.51,55.84,449.65
8071,18.62,44.06,1017.76,64.59,452.82
8072,6.44,39.33,1011.8,93.5,490.57
8073,5.71,45.87,1012.04,93.42,482.49
8074,28.88,54.89,1007.16,46.6,440.99
8075,8.57,41.17,1020.18,72.47,484.2
8076,7.87,41.17,1020.33,77.77,486.2
8077,19.36,68.61,1010.85,94.87,454.5
8078,10.9,40.67,1016.66,65.09,482.4
8079,21.34,48.06,1014.49,63.23,458.13
8080,16.69,53.82,1015.39,63.62,458.96
8081,25.3,71.29,1007.86,62.98,437.17
8082,27.14,63.13,1013.38,75.68,438.82
8083,15.27,56.89,1013.28,86.92,456.72
8084,14.62,42.86,1015.56,84.5,470.79
8085,26.65,58.41,1013.53,65.83,442.66
8086,28.84,75.6,1018.41,53.96,442.69
8087,12.88,43.8,1023.19,59.18,468.19
8088,5.82,40.78,1024.82,96.01,470.02
8089,13.74,44.21,1023.26,84.2,466.67
8090,8.05,40.62,1018.16,73.67,477.2
8091,15.91,44.99,1010.93,62.81,459.73
8092,12.25,41.38,1021.81,59.0,474.77
8093,20.4,57.85,1011.14,92.47,450.07
8094,27.39,66.93,1017.16,53.75,441.04
8095,27.76,65.59,1010.8,67.29,439.03
8096,24.44,47.93,1003.13,67.04,440.53
8097,9.51,43.79,1016.02,79.81,481.12
8098,22.02,46.93,1014.32,55.92,451.92
8099,12.67,41.16,1016.92,92.8,462.35
8100,27.24,66.75,1017.78,69.6,433.65
8101,28.33,68.27,1008.09,50.37,432.66
8102,9.15,41.82,1032.88,75.11,477.78
8103,15.25,39.58,1012.1,73.05,466.21
8104,6.71,39.37,1020.28,71.15,487.05
8105,16.38,47.45,1010.08,88.86,450.69
8106,32.0,71.85,1008.44,53.59,427.95
8107,22.86,62.4,1010.59,78.24,445.66
8108,7.39,39.81,1019.45,85.02,482.99
8109,11.54,40.77,1022.13,83.5,465.61
8110,9.73,40.22,1011.48,87.88,481.42
8111,12.54,41.62,1010.86,83.42,461.08
8112,12.34,40.62,1016.28,53.6,466.47
8113,29.05,71.85,1008.6,78.69,428.39
8114,31.23,72.58,1006.61,60.8,427.58
8115,22.68,70.47,1010.86,82.8,441.47
8116,9.93,40.67,1018.08,69.74,485.23
8117,22.0,59.54,1004.55,95.25,439.37
8118,18.8,44.78,1009.65,46.0,462.79
8119,29.67,71.98,1005.16,67.75,425.14
8120,30.93,70.83,1010.61,46.13,440.59
8121,25.67,68.3,1017.16,74.19,435.89
8122,13.64,43.71,1024.41,84.46,468.85
8123,25.8,65.38,1009.3,52.28,450.5
8124,14.65,39.28,1014.04,77.98,470.41
8125,34.18,67.9,1005.87,30.34,425.5
8126,17.8,62.26,1011.81,89.81,451.62
8127,19.14,56.65,1020.84,82.97,458.06
8128,26.11,73.17,1009.8,65.18,434.94
8129,14.74,43.99,1023.13,86.31,461.82
8130,5.5,39.04,1021.46,78.91,478.65
8131,25.96,68.08,1010.86,67.07,435.84
8132,27.28,47.93,1003.46,59.22,438.0
8133,9.65,41.03,1021.09,64.97,481.68
8134,29.05,65.74,1013.29,60.02,440.74
8135,23.66,69.51,1012.9,52.59,435.39
8136,27.2,49.16,1005.33,46.73,440.57
8137,30.0,61.5,1009.4,48.63,435.6
8138,6.63,39.37,1020.33,76.18,489.16
8139,24.17,59.44,1012.66,78.53,447.13
8140,8.35,42.85,1010.46,90.13,483.63
8141,11.68,40.55,1022.21,85.76,475.13
8142,9.48,44.71,1019.12,66.43,478.42
8143,10.74,40.05,1015.45,87.33,477.93
8144,8.62,39.66,1015.18,89.59,482.99
8145,24.41,52.3,1006.28,70.33,442.62
8146,14.55,40.73,1018.36,89.12,458.82
8147,31.15,69.59,1007.82,64.96,431.37
8148,16.28,42.99,1007.5,77.27,464.13
8149,25.17,64.79,1017.87,63.26,442.15
8150,25.59,61.08,1013.19,77.28,443.91
8151,5.34,39.22,1012.73,81.42,472.66
8152,12.53,42.03,1017.57,81.57,469.18
8153,10.98,37.5,1011.12,97.51,472.34
8154,23.23,64.69,1008.12,76.6,444.01
8155,28.5,64.84,1011.47,54.41,441.74
8156,4.83,38.44,1015.35,72.94,485.32
8157,8.01,40.62,1015.62,86.43,476.22
8158,27.56,68.08,1010.8,59.18,433.95
8159,25.68,70.17,1001.38,85.89,433.92
8160,9.56,44.71,1021.13,64.6,487.92
8161,24.04,59.43,1007.6,76.98,437.51
8162,15.62,40.89,1007.01,79.21,466.15
8163,26.24,49.82,1014.9,55.58,452.41
8164,7.04,41.74,1021.91,88.55,488.99
8165,18.44,39.72,1001.14,66.83,460.44
8166,24.21,70.98,1007.02,95.57,441.78
8167,5.62,43.65,1017.9,77.43,481.69
8168,10.6,40.22,1011.37,85.81,477.62
8169,20.88,57.85,1012.39,85.47,450.87
8170,29.35,68.31,1010.46,46.2,445.86
8171,8.75,40.77,1021.99,86.46,478.85
8172,9.14,40.6,1015.34,88.91,483.57
8173,15.29,38.73,1000.9,81.17,468.62
8174,14.03,49.15,1020.5,83.65,467.16
8175,28.33,64.96,999.71,69.66,427.42
8176,8.3,36.08,1020.63,80.42,481.6
8177,11.17,44.77,1018.2,79.6,470.85
8178,16.62,54.3,1017.99,63.76,459.59
8179,20.85,48.7,1007.11,87.2,449.57
8180,14.35,46.18,1016.63,87.76,461.74
8181,10.32,42.28,1008.82,75.66,481.09
8182,21.55,44.05,1005.69,84.05,443.48
8183,13.17,38.52,1018.5,83.77,468.82
8184,23.21,58.49,1010.97,74.34,448.09
8185,12.15,71.14,1019.56,86.06,462.51
8186,15.9,41.35,1006.28,78.2,464.03
8187,7.79,42.03,1017.74,91.48,477.26
8188,30.51,60.75,1009.86,51.0,435.57
8189,15.52,36.99,1006.86,89.7,467.9
8190,16.88,56.89,1014.01,82.1,457.0
8191,11.88,41.58,1016.56,90.18,465.47
8192,16.98,43.7,1015.07,53.51,464.01
8193,14.84,43.69,1016.31,68.67,472.07
8194,25.76,65.48,1017.82,54.77,441.14
8195,27.02,61.86,1012.38,70.28,442.67
8196,22.08,41.54,1014.21,73.73,458.74
8197,19.69,56.65,1020.86,70.02,454.87
8198,25.69,59.54,1004.05,81.69,439.06
8199,4.78,42.85,1013.07,94.72,479.09
8200,28.32,47.93,1003.26,54.5,439.5
8201,14.69,35.71,1015.78,57.34,467.39
8202,9.84,36.66,1026.7,70.02,477.62
8203,14.57,44.84,1023.46,87.2,464.58
8204,28.31,66.17,1009.75,72.66,444.51
8205,29.09,70.98,1007.86,80.35,439.34
8206,28.55,66.51,1015.46,34.04,432.59
8207,28.24,65.27,1013.43,48.74,439.36
8208,14.86,44.85,1016.19,67.43,468.87
8209,26.3,77.95,1009.45,78.72,437.95
8210,13.83,42.86,1030.77,75.09,470.21
8211,8.47,41.03,1021.72,70.16,485.1
8212,26.94,59.87,1011.66,58.34,448.6
8213,28.11,70.98,1007.76,85.6,431.83
8214,13.23,52.72,1026.4,75.78,465.26
8215,16.36,53.82,1015.05,71.95,461.62
8216,13.85,44.9,1019.11,76.79,467.2
8217,21.38,60.84,1017.94,82.83,445.8
8218,28.55,65.27,1013.34,48.95,437.62
8219,8.51,42.32,1015.08,84.89,476.6
8220,22.28,59.92,1009.36,95.38,437.85
8221,18.83,47.83,1005.58,77.07,454.23
8222,24.54,60.29,1017.42,58.94,447.67
8223,9.73,41.01,1021.76,97.71,469.11
8224,24.34,59.54,1004.01,87.07,440.63
8225,14.12,39.52,1016.79,75.89,472.32
8226,25.47,70.36,1005.79,77.73,437.02
8227,26.49,71.73,1010.07,74.48,431.06
8228,11.01,42.02,995.24,98.62,473.96
8229,13.86,40.66,1017.15,83.82,463.49
8230,18.77,50.66,1014.89,87.34,457.07
8231,26.13,47.93,1002.81,66.19,441.28
8232,9.16,42.44,1014.43,93.67,480.98
8233,11.72,40.55,1020.74,86.22,474.7
8234,15.09,39.52,1017.05,72.43,469.8
8235,15.71,39.3,1019.2,62.28,462.84
8236,12.16,45.0,1021.51,50.52,482.99
8237,22.32,47.93,1004.07,86.95,440.21
8238,15.26,46.18,1013.68,98.58,463.6
8239,13.56,41.48,1008.53,87.2,459.76
8240,24.34,62.96,1019.7,61.44,446.09
8241,24.65,71.98,1006.46,91.11,431.77
8242,5.19,40.78,1025.24,95.07,482.46
8243,11.76,40.96,1023.22,81.31,475.18
8244,14.74,42.77,1017.71,76.59,463.61
8245,13.12,39.18,1023.11,64.33,471.44
8246,21.84,58.86,1014.13,69.67,445.16
8247,28.41,75.6,1018.48,56.07,440.28
8248,27.27,72.24,1010.69,78.09,432.35
8249,14.03,44.88,1019.6,57.63,465.51
8250,31.63,69.59,1008.66,61.81,436.89
8251,24.32,59.14,1017.46,80.14,438.08
8252,14.12,42.86,1011.84,88.29,471.86
8253,28.83,64.96,1000.05,63.57,429.13
8254,7.99,36.08,1020.08,83.2,481.35
8255,12.62,40.92,1021.85,81.41,465.68
8256,12.51,41.14,1027.36,87.86,463.79
8257,22.71,59.43,1005.68,83.52,441.24
8258,13.11,38.73,1005.89,89.02,473.38
8259,26.58,70.98,1008.96,77.36,434.41
8260,3.31,39.42,1024.05,84.31,487.19
8261,32.55,69.89,1013.87,40.09,428.84
8262,7.26,36.08,1021.47,83.15,483.58
8263,18.53,48.98,1014.24,74.29,452.73
8264,25.61,74.22,1010.26,75.15,438.45
8265,16.09,50.59,1015.69,84.41,463.64
8266,8.49,36.25,1029.7,84.41,480.35
8267,7.64,42.28,1008.49,83.42,483.74
8268,26.01,58.41,1013.56,70.84,443.74
8269,22.22,66.05,1016.15,80.58,442.95
8270,15.29,44.88,1018.85,73.67,463.32
8271,28.07,64.09,1005.41,64.09,436.61
8272,18.27,50.16,1011.07,95.91,451.76
8273,13.25,44.92,1024.11,89.34,469.18
8274,18.61,63.09,1019.37,83.08,449.81
8275,15.04,38.01,1022.46,78.29,468.12
8276,17.03,58.49,1011.91,92.16,460.48
8277,25.28,70.32,1006.91,81.74,431.43
8278,12.14,45.0,1023.9,89.2,476.6
8279,24.91,57.17,1010.88,72.97,446.01
8280,13.4,40.89,1010.67,91.66,472.36
8281,26.68,63.73,1009.7,71.55,439.69
8282,8.7,39.72,1020.0,78.75,479.03
8283,25.35,65.18,1012.67,70.36,438.17
8284,26.56,52.3,1007.4,62.04,439.25
8285,24.86,72.39,1001.15,90.24,440.85
8286,8.68,39.61,1021.54,77.98,486.31
8287,24.33,68.08,1013.02,64.81,442.93
8288,27.83,69.04,1009.69,63.79,443.24
8289,20.57,60.1,1011.16,83.45,451.88
8290,15.14,49.64,1023.78,75.0,463.58
8291,19.2,61.27,1020.02,65.53,455.2
8292,23.96,58.33,1013.37,59.97,446.01
8293,25.74,65.38,1009.6,54.34,452.94
8294,26.56,49.02,1007.65,70.78,438.82
8295,18.01,62.26,1011.89,89.29,451.14
8296,26.69,79.74,1008.29,73.79,431.41
8297,18.27,51.43,1010.38,88.39,460.41
8298,9.55,40.67,1018.56,70.72,486.34
8299,10.31,42.49,1009.43,78.36,479.64
8300,9.44,44.03,1009.59,86.27,473.61
8301,20.15,49.5,1013.47,66.7,462.65
8302,21.92,64.63,1020.42,65.22,452.49
8303,24.54,48.41,1008.61,73.53,439.79
8304,15.87,45.0,1021.92,40.0,470.85
8305,21.23,61.5,1008.98,82.14,450.92
8306,9.65,44.68,1022.9,98.08,476.71
8307,25.89,66.49,1013.08,63.16,434.67
8308,21.67,69.71,1010.46,96.83,440.16
8309,11.46,38.91,1012.34,77.37,477.5
8310,25.42,68.08,1011.2,76.58,433.82
8311,10.47,41.06,1022.24,81.16,477.47
8312,25.28,72.39,1002.28,89.43,432.52
8313,5.8,45.87,1009.14,92.06,481.6
8314,21.74,60.27,1015.82,88.96,441.22
8315,25.9,48.92,1009.82,35.42,443.8
8316,26.27,71.98,1005.72,86.15,427.65
8317,9.59,38.91,1011.87,81.3,479.96
8318,9.37,44.77,1020.61,87.31,474.41
8319,27.38,69.4,1004.57,74.12,434.47
8320,29.89,65.74,1012.95,51.36,438.24
8321,29.24,64.33,1011.49,65.08,440.12
8322,10.32,40.35,1011.64,84.05,481.51
8323,8.13,71.14,1018.94,86.7,471.99
8324,16.15,44.21,1020.76,85.41,462.02
8325,4.78,42.85,1013.39,93.36,481.47
8326,22.76,58.96,1013.85,55.95,454.05
8327,26.2,72.24,1011.3,78.29,432.65
8328,29.4,57.19,1008.34,53.95,436.92
8329,26.85,75.6,1017.43,74.55,433.48
8330,25.02,50.78,1008.79,63.06,444.7
8331,26.7,49.02,1007.68,67.97,438.92
8332,27.49,63.78,1015.43,47.45,445.66
8333,22.49,62.96,1020.21,78.99,447.48
8334,13.65,44.6,1017.99,87.04,466.06
8335,17.95,49.21,1012.05,59.44,455.1
8336,19.38,63.56,1013.13,83.54,452.01
8337,24.95,64.33,1011.34,81.05,440.97
8338,25.21,63.21,1012.24,85.14,441.04
8339,22.04,59.14,1017.34,84.75,442.45
8340,19.18,58.2,1017.46,76.72,453.2
8341,11.3,44.6,1018.19,91.66,470.5
8342,20.79,50.59,1017.75,73.35,456.01
8343,8.26,40.96,1025.23,89.22,485.73
8344,8.56,40.71,1021.27,95.87,471.58
8345,16.32,50.88,1013.37,97.19,458.28
8346,17.84,52.08,1006.65,100.09,450.67
8347,10.72,41.17,1019.68,60.71,479.21
8348,20.3,58.46,1015.93,82.13,448.79
8349,14.02,40.66,1017.05,84.14,465.39
8350,23.92,61.87,1009.63,54.16,441.15
8351,13.08,42.32,1016.63,83.72,462.41
8352,27.35,66.05,1017.62,55.26,439.6
8353,11.04,39.96,1025.75,94.44,468.84
8354,28.73,73.91,1004.91,70.17,436.12
8355,20.2,60.1,1010.66,84.24,451.17
8356,23.61,43.77,1011.81,56.08,444.55
8357,11.64,41.44,1016.4,73.18,478.99
8358,18.99,62.1,1020.0,76.76,453.09
8359,15.86,43.67,1011.11,82.24,465.46
8360,26.52,63.94,1018.23,42.41,440.47
8361,15.11,56.03,1020.27,89.95,462.65
8362,28.29,68.08,1010.77,53.92,430.93
8363,20.61,62.91,1013.24,79.54,446.53
8364,23.36,56.89,1014.23,78.34,440.51
8365,20.71,58.18,1007.63,98.44,447.06
8366,21.37,81.56,1006.57,81.56,434.38
8367,14.68,43.99,1023.36,86.79,461.91
8368,10.77,41.44,1016.72,75.27,479.19
8369,12.15,38.78,1013.34,95.05,474.15
8370,26.75,60.96,1012.05,56.77,447.93
8371,13.45,43.14,1015.5,74.33,474.1
8372,15.75,39.39,1014.38,76.29,468.6
8373,21.88,69.71,1010.28,97.64,444.39
8374,29.48,59.27,1010.99,51.23,440.72
8375,12.99,43.8,1023.16,64.65,466.95
8376,20.94,68.12,1012.43,78.2,446.41
8377,19.16,63.09,1017.71,91.15,449.51
8378,22.19,58.49,1010.91,77.03,449.4
8379,26.92,67.25,1017.74,61.68,434.05
8380,5.66,35.79,1013.86,94.42,484.15
8381,16.0,48.78,1013.9,88.64,458.27
8382,6.87,39.85,1012.66,83.34,486.26
8383,15.84,49.69,1015.14,90.41,462.6
8384,20.98,47.43,1007.39,68.15,450.0
8385,22.8,69.23,1011.8,76.95,439.3
8386,28.28,61.47,1009.44,60.89,443.12
8387,24.05,67.83,1009.35,63.8,442.53
8388,17.19,37.2,1011.84,67.59,468.4
8389,27.14,65.27,1013.26,55.17,441.68
8390,23.39,73.5,1011.37,88.48,441.18
8391,25.16,43.21,1011.73,88.69,442.29
8392,16.39,41.67,1012.96,61.07,467.68
8393,21.13,51.43,1007.43,88.72,445.4
8394,20.16,60.1,1011.24,86.23,453.36
8395,25.16,74.33,1014.55,76.7,436.15
8396,22.27,50.05,1007.1,89.34,442.24
8397,23.88,67.9,1005.99,67.58,446.34
8398,9.23,37.36,1015.01,67.38,481.08
8399,23.38,54.42,1013.95,73.02,451.87
8400,25.42,73.17,1012.29,85.86,437.06
8401,7.31,43.02,1014.19,86.43,484.82
8402,16.34,41.48,1015.92,48.24,453.6
8403,29.83,71.43,1011.93,55.8,439.34
8404,23.87,60.27,1018.94,77.16,439.86
8405,21.86,58.49,1010.88,76.79,449.9
8406,14.47,44.66,1016.33,93.52,464.41
8407,22.66,61.27,1019.29,55.43,448.68
8408,24.98,60.32,1015.63,57.19,444.67
8409,24.96,60.27,1018.68,69.97,442.67
8410,29.14,67.45,1015.51,46.47,433.34
8411,14.3,54.3,1015.16,75.29,464.9
8412,20.07,51.3,1011.9,94.62,450.46
8413,4.99,39.04,1020.45,78.89,472.52
8414,10.44,39.04,1023.99,85.03,480.34
8415,10.25,37.14,1013.14,70.73,474.37
8416,25.89,59.22,1013.4,80.17,445.75
8417,7.89,71.14,1018.4,86.49,474.66
8418,27.82,52.84,1006.23,52.18,440.31
8419,13.69,44.85,1016.89,79.87,470.78
8420,7.36,41.01,1024.9,97.88,476.8
8421,10.71,41.93,1018.23,90.88,478.76
8422,33.7,68.27,1007.16,50.41,427.4
8423,15.03,44.45,1020.94,65.57,460.06
8424,23.25,56.9,1006.82,76.37,442.76
8425,10.03,41.79,1020.35,66.42,475.42
8426,26.49,59.44,1012.09,57.84,441.16
8427,12.14,44.85,1014.36,60.04,476.68
8428,31.03,74.33,1011.55,63.45,429.35
8429,22.85,60.29,1017.29,61.92,448.58
8430,22.19,48.78,1017.84,76.01,446.51
8431,27.2,65.12,1016.2,44.95,442.54
8432,20.77,51.3,1013.89,88.72,450.97
8433,29.7,57.19,1008.41,55.07,436.29
8434,27.98,58.33,1013.92,54.25,437.76
8435,16.64,44.9,1021.02,70.34,460.93
8436,30.7,74.22,1008.12,50.39,432.51
8437,27.84,71.32,1007.72,79.25,431.37
8438,22.53,74.87,1009.91,93.21,444.69
8439,21.03,44.78,1007.99,36.82,459.72
8440,21.97,68.12,1012.53,75.12,443.39
8441,22.88,59.21,1011.51,86.93,440.25
8442,24.99,60.37,1005.66,74.87,437.67
8443,20.54,49.15,1021.02,56.0,458.6
8444,7.3,43.65,1019.33,67.62,482.96
8445,9.53,44.03,1008.87,89.99,471.23
8446,14.01,43.34,1016.95,83.41,463.81
8447,31.87,67.32,1013.65,36.69,435.47
8448,15.77,58.16,1016.09,82.56,450.11
8449,19.02,47.45,1007.44,76.76,453.08
8450,30.27,64.69,1006.3,53.69,435.67
8451,18.98,38.52,1018.85,63.16,454.6
8452,14.56,41.76,1023.82,85.36,464.3
8453,30.87,67.32,1013.78,34.54,436.96
8454,14.71,52.72,1024.7,70.29,462.34
8455,24.49,65.61,1014.71,63.47,447.26
8456,20.14,46.33,1013.24,83.39,453.35
8457,26.95,72.24,1011.16,73.14,435.65
8458,26.76,49.02,1007.96,70.05,439.4
8459,11.89,40.03,1019.53,89.48,471.85
8460,15.12,41.04,1025.95,69.67,460.58
8461,23.39,74.22,1009.83,86.05,439.92
8462,28.31,74.34,998.42,79.23,431.95
8463,20.94,44.89,1009.64,75.14,450.71
8464,22.84,59.39,1014.61,80.36,443.71
8465,27.44,47.93,1002.71,59.44,437.76
8466,11.64,38.25,1013.33,85.79,472.34
8467,25.72,47.45,1007.74,58.35,442.78
8468,9.97,41.26,1020.6,91.14,475.43
8469,17.62,43.69,1016.49,67.92,465.93
8470,30.94,64.44,1014.36,53.76,439.84
8471,22.26,69.04,1010.48,84.33,444.73
8472,10.94,39.04,1021.62,86.41,479.8
8473,24.26,66.44,1011.33,55.32,445.63
8474,25.74,59.07,1007.37,79.89,441.05
8475,16.16,41.79,1007.53,76.21,453.39
8476,13.97,45.01,1017.44,89.15,461.96
8477,20.58,50.9,1011.89,72.56,452.6
8478,13.12,44.21,1019.57,89.29,469.09
8479,27.08,62.91,1011.9,62.58,442.91
8480,20.3,67.32,1013.49,80.9,441.51
8481,14.81,44.88,1019.1,66.7,464.65
8482,28.18,66.56,1005.69,65.67,426.79
8483,14.47,39.58,1011.31,69.85,467.34
